Nation,Position,Squad,Age_x,Year of birth,Matches Played,Starts,Minutes,90s Played,Goals Against,Goals Against/90,Shots on Target Against,Saves,Save Percentage,Wins,Draws,Losses,Clean Sheets,Clean Sheet Percentage,Penalty Kicks Attempted,Penalty Kicks Allowed,Penalty Kicks Saved,Penalty Kicks Missed,Save% (Penalty Kicks),Source_League,MarketValue,Player,ID,Name,Age_y,Overall rating,Potential,Height,Weight,foot,Best overall,Best position,Growth,Value,Wage,Total attacking,Crossing,Finishing,Heading accuracy,Short passing,Volleys,Total skill,Dribbling,Curve,FK Accuracy,Long passing,Ball control,Total movement,Acceleration,Sprint speed,Agility,Reactions,Balance,Total power,Shot power,Jumping,Stamina,Strength,Long shots,Total mentality,Aggression,Interceptions,Att. Position,Vision,Penalties,Total defending,Defensive awareness,Standing tackle,Sliding tackle,Total goalkeeping,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,Weak foot,Attacking work rate,Defensive work rate,International reputation
fr FRA,GK,Nantes,21,1999,38,38,"3,420",38.0,55.0,1.45,168,113,73.2,9.0,13.0,16,5.0,13.2,12.0,10.0,1.0,1.0,9.1,Ligue1,10000000.0,Alban Lafont,105,A. Lafont,21,78,83,196,90,Right,78,G,5,17500000,14000,95,13,6,13,54,9,87,14,13,12,38,10,275,48,45,60,69,53,244,52,73,40,70,9,104,20,17,4,47,16,46,20,14,12,381,80,76,69,74,82,3,Medium,Medium,2
fr FRA,GK,Brest,23,1997,35,35,"3,150",35.0,62.0,1.77,169,108,68.0,10.0,7.0,18,6.0,17.1,10.0,8.0,1.0,1.0,11.1,Ligue1,7000000.0,Gautier Larsonneur,196,G. Larsonneur,23,76,79,181,70,Right,76,G,3,8000000,12000,100,18,19,14,29,20,90,20,11,11,26,22,298,51,53,60,69,65,230,54,70,35,59,12,102,22,17,17,25,21,44,12,20,12,378,77,75,72,75,79,2,Medium,Medium,1
pl POL,GK,Monaco,20,1999,1,1,90,1.0,1.0,1.0,2,1,50.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,Ligue1,4000000.0,Radosław Majecki,626,R. Majecki,20,68,78,193,78,Right,68,G,10,2300000,8000,91,12,19,12,29,19,93,27,10,13,15,28,185,26,31,39,60,29,184,47,37,23,61,16,129,41,23,11,41,13,57,8,24,25,333,69,65,62,70,67,3,Medium,Medium,1
ch SUI,GK,Dijon,21,1998,21,21,"1,890",21.0,33.0,1.57,93,59,67.7,2.0,6.0,13,3.0,14.3,4.0,3.0,1.0,0.0,25.0,Ligue1,1500000.0,Anthony Racioppi,483,A. Racioppi,21,71,79,186,80,Right,71,G,8,3600000,5000,55,12,7,12,19,5,70,7,10,14,24,15,200,31,28,39,71,31,169,48,46,20,49,6,90,24,9,6,32,19,37,11,14,12,345,70,65,64,71,75,2,Medium,Medium,1
cm CMR,GK,Châteauroux,19,2001,4,4,360,4.0,6.0,1.5,20,15,75.0,0.0,1.0,3,0.0,0.0,1.0,1.0,0.0,0.0,0.0,Ligue2,250000.0,Wilfried Bedfian,3409,W. Bedfian,18,58,73,188,87,Right,58,G,15,400000,500,55,12,3,9,24,7,82,8,12,11,28,23,163,33,28,22,50,30,200,40,58,23,70,9,91,27,11,4,34,15,24,9,7,8,286,57,58,53,59,59,3,Medium,Medium,1
fr FRA,GK,Troyes,20,1999,1,0,11,0.1,0.0,0.0,0,0,,0.0,0.0,0,0.0,,0.0,0.0,0.0,0.0,,Ligue2,200000.0,Ryan Bouallak,3504,R. Bouallak,20,57,69,190,75,Right,57,G,12,350000,700,68,13,4,12,28,11,76,10,19,12,23,12,150,17,25,34,50,24,173,40,33,28,60,12,98,29,13,7,33,16,21,4,9,8,279,55,54,53,59,58,3,Medium,Medium,1
fr FRA,GK,Niort,23,1997,8,8,720,8.0,14.0,1.75,34,24,67.6,0.0,4.0,4,2.0,25.0,4.0,3.0,1.0,0.0,25.0,Ligue2,400000.0,Quentin Braat,2603,Q. Braat,22,64,69,194,90,Right,64,G,5,725000,1000,72,12,7,14,30,9,65,6,11,13,21,14,161,22,31,32,47,29,160,47,30,18,60,5,90,27,11,9,29,14,34,9,14,11,324,65,66,62,64,67,2,Medium,Medium,1
fr FRA,GK,Nancy,20,1999,2,2,180,2.0,3.0,1.5,8,5,62.5,0.0,1.0,1,1.0,50.0,0.0,0.0,0.0,0.0,,Ligue2,150000.0,Hugo Constant,3423,H. Constant,20,58,69,183,75,Right,58,G,11,375000,550,65,11,9,13,26,6,87,12,13,13,29,20,202,34,35,33,50,50,176,40,60,27,41,8,87,20,10,9,37,11,37,10,13,14,285,57,63,53,54,58,2,Medium,Medium,1
fr FRA,GK,Amiens,21,1999,2,2,180,2.0,4.0,2.0,6,2,33.3,0.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,,Ligue2,200000.0,Grégoire Coudert,3578,G. Coudert,21,56,66,190,83,Left,56,G,10,275000,550,57,10,7,12,22,6,72,9,11,11,26,15,147,30,25,25,43,24,186,43,50,20,65,8,91,28,12,8,24,19,46,22,13,11,284,58,53,57,57,59,3,Medium,Medium,1
fr FRA,GK,Paris FC,21,1999,2,2,180,2.0,1.0,0.5,4,3,75.0,0.0,1.0,1,1.0,50.0,0.0,0.0,0.0,0.0,,Ligue2,300000.0,Didier Desprez,2771,D. Desprez,21,63,74,190,83,Right,63,G,11,925000,1000,67,14,9,10,25,9,80,14,12,10,27,17,179,20,31,28,62,38,187,44,52,19,64,8,89,26,11,6,30,16,36,11,14,11,308,63,60,59,61,65,3,Medium,Medium,1
gw GNB,GK,Clermont Foot,22,1998,3,2,226,2.5,3.0,1.19,15,12,80.0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,,Ligue2,250000.0,Ouparine Djoco,3313,O. Djoco,22,59,67,188,90,Left,59,G,8,450000,750,64,12,10,14,21,7,81,14,15,16,20,16,143,30,22,21,47,23,206,47,55,29,67,8,96,21,9,4,33,29,33,10,12,11,301,62,59,62,57,61,2,Medium,Medium,1
ci CIV,GK,Le Havre,19,2000,3,2,234,2.6,3.0,1.15,18,16,88.9,1.0,1.0,0,1.0,50.0,1.0,1.0,0.0,0.0,0.0,Ligue2,16000000.0,Yahia Fofana,149,Y. Fofana,21,77,83,176,69,Right,79,M,6,17000000,35000,309,66,61,58,78,46,338,76,66,42,77,77,370,73,72,72,77,76,361,76,60,82,75,68,367,76,79,71,77,64,220,73,78,69,45,12,7,12,5,9,3,Medium,High,1
ht HAI,GK,Caen,20,2000,3,3,270,3.0,10.0,3.33,14,6,42.9,1.0,0.0,2,0.0,0.0,2.0,2.0,0.0,0.0,0.0,Ligue2,300000.0,Garissone Innocent,2915,G. Innocent,20,62,73,192,90,Right,62,G,11,750000,6000,60,10,6,11,24,9,74,12,14,11,22,15,186,30,31,37,53,35,201,46,57,25,64,9,77,22,10,5,26,14,32,7,13,12,307,62,59,61,61,64,3,Medium,Medium,1
mg MAD,GK,Auxerre,20,2000,4,2,286,3.2,3.0,0.94,12,9,75.0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,,Ligue2,500000.0,Sonny Laiton,3047,S. Laiton,20,61,74,190,85,Right,61,G,13,700000,650,61,14,8,13,17,9,70,14,12,12,17,15,276,50,44,64,67,51,231,41,72,42,71,5,138,34,24,4,57,19,33,8,11,14,293,59,60,55,58,61,2,Medium,Medium,1
mq MTQ,GK,Chambly Oise,22,1998,5,4,396,4.4,6.0,1.36,21,17,81.0,0.0,1.0,3,0.0,0.0,2.0,2.0,0.0,0.0,0.0,Ligue2,200000.0,Killian Le Roy,3197,K. Le Roy,22,60,68,193,80,Right,60,G,8,475000,600,59,11,8,13,19,8,74,10,11,13,21,19,153,33,32,21,44,23,175,44,45,17,60,9,80,23,8,7,27,15,31,7,11,13,305,62,61,59,62,61,2,Medium,Medium,1
fr FRA,GK,Niort,17,2002,1,1,90,1.0,2.0,2.0,7,5,71.4,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,,Ligue2,200000.0,Emyl Leclercq,3312,E. Leclercq,17,59,71,188,81,Right,59,G,12,450000,500,66,10,9,15,24,8,71,11,14,10,24,12,160,26,31,22,45,36,181,45,55,17,58,6,113,31,15,8,44,15,33,9,12,12,296,57,61,60,57,61,3,Medium,Medium,1
fr FRA,GK,Caen,20,1999,12,12,"1,080",12.0,15.0,1.25,43,32,72.1,3.0,4.0,5,3.0,25.0,4.0,3.0,1.0,0.0,25.0,Ligue2,400000.0,Sullivan Péan,3620,S. Péan,20,55,64,190,82,Right,55,G,9,240000,650,51,10,5,13,17,6,66,9,13,10,16,18,152,22,24,35,44,27,173,44,32,28,60,9,85,21,13,7,34,10,33,9,14,10,280,57,54,59,55,55,3,Medium,Medium,1
se SWE,GK,Toulouse,23,1997,1,1,90,1.0,3.0,3.0,3,0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,,Ligue2,800000.0,Isak Pettersson,1561,I. Pettersson,23,72,79,181,84,Left,72,G,7,4000000,4000,98,13,7,11,58,9,134,18,14,14,61,27,237,35,41,37,72,52,226,59,69,34,54,10,133,22,27,9,60,15,50,25,13,12,361,74,64,79,68,76,3,Medium,Medium,1
fr FRA,GK,Châteauroux,19,2001,7,7,630,7.0,12.0,1.71,26,14,53.8,0.0,3.0,4,1.0,14.3,0.0,0.0,0.0,0.0,,Ligue2,200000.0,Tommy Plumain,3569,T. Plumain,19,56,72,194,80,Right,56,G,16,325000,500,66,7,3,17,33,6,81,8,18,15,29,11,166,38,31,24,49,24,153,40,34,19,58,2,81,19,8,2,31,21,29,7,10,12,278,59,55,53,55,56,3,Medium,Medium,1
fr FRA,GK,Rodez Aveyron,23,1997,1,1,90,1.0,1.0,1.0,3,3,100.0,0.0,0.0,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,Ligue2,150000.0,Thomas Secchi,3431,T. Secchi,23,58,64,185,75,Right,58,G,6,250000,600,59,10,7,13,23,6,67,8,13,12,21,13,179,31,31,24,48,45,172,41,56,27,41,7,82,20,11,8,27,16,29,7,11,11,288,61,54,55,56,62,2,Medium,Medium,1
nl NED,GK,Feyenoord,22,1998,14,14,"1,259",14.0,19.0,1.36,62,49,77.4,6.0,5.0,3,4.0,28.6,6.0,5.0,1.0,0.0,16.7,Netherlands,8000000.0,Justin Bijlow,1394,J. Bijlow,22,77,85,188,76,Right,77,G,8,20500000,10000,74,10,10,11,33,10,96,11,10,10,44,21,263,52,48,56,75,32,235,58,67,30,70,10,116,22,10,10,58,16,40,14,12,14,383,80,75,77,73,78,2,Medium,Medium,1
nl NED,GK,Twente,23,1996,34,34,"3,060",34.0,50.0,1.47,150,109,71.3,10.0,11.0,13,6.0,17.6,10.0,7.0,2.0,1.0,22.2,Netherlands,4000000.0,Joel Drommel,1427,J. Drommel,23,75,81,193,90,Right,75,G,6,7000000,7000,102,12,13,21,44,12,138,25,21,21,39,32,280,50,52,62,67,49,259,58,75,40,70,16,127,22,10,10,53,32,51,12,20,19,376,75,73,77,74,77,3,Medium,Medium,1
nl NED,GK,Utrecht,22,1998,3,3,270,3.0,5.0,1.67,11,6,54.5,1.0,1.0,1,1.0,33.3,0.0,0.0,0.0,0.0,,Netherlands,225000.0,Thijmen Nijhuis,2571,T. Nijhuis,21,64,70,196,83,Right,64,G,6,775000,2000,66,12,6,12,27,9,74,11,14,12,23,14,164,17,18,35,65,29,168,44,34,25,57,8,95,20,12,7,38,18,38,10,14,14,310,66,58,59,62,65,3,Medium,Medium,1
ng NGA,GK,Sparta R'dam,20,1999,28,28,"2,520",28.0,33.0,1.18,95,64,67.4,13.0,5.0,10,10.0,35.7,3.0,2.0,1.0,0.0,33.3,Netherlands,900000.0,Maduka Okoye,1921,M. Okoye,20,68,78,198,94,Right,68,G,10,2300000,2000,80,15,6,11,42,6,103,14,13,11,47,18,181,23,24,32,64,38,199,48,43,27,75,6,103,26,18,8,37,14,46,14,16,16,336,70,64,64,66,72,3,Medium,Medium,1
nl NED,GK,Fortuna Sittard,23,1997,26,26,"2,332",25.9,42.0,1.62,121,86,71.1,11.0,3.0,12,3.0,11.5,8.0,7.0,0.0,1.0,0.0,Netherlands,750000.0,Yanick van Osch,2054,Y. van Osch,23,67,74,183,73,Right,67,G,7,1700000,3000,87,13,14,17,33,10,110,13,12,15,34,36,227,39,46,37,58,47,211,52,69,30,48,12,112,20,14,8,46,24,42,14,15,13,335,66,65,69,65,70,3,Medium,Medium,1
id IDN,GK,Utrecht,22,1998,8,8,720,8.0,11.0,1.37,27,17,63.0,1.0,5.0,2,0.0,0.0,1.0,1.0,0.0,0.0,0.0,Netherlands,800000.0,Maarten Paes,1794,M. Paes,22,69,78,191,82,Right,69,G,9,2700000,5000,68,13,10,13,23,9,89,14,12,10,29,24,201,31,32,35,71,32,210,50,58,34,60,8,89,19,12,11,37,10,38,12,12,14,338,69,65,66,68,70,3,Medium,Medium,1
nl NED,GK,Ajax,20,2000,2,2,180,2.0,1.0,0.5,1,0,0.0,2.0,0.0,0,1.0,50.0,0.0,0.0,0.0,0.0,,Netherlands,2800000.0,Kjell Scherpen,1902,K. Scherpen,20,68,80,202,85,Right,68,G,12,2500000,3000,64,11,9,10,26,8,79,12,12,13,25,17,224,37,46,37,62,42,206,50,42,37,69,8,86,25,7,8,34,12,35,14,11,10,335,67,67,66,66,69,5,Medium,Medium,1
nl NED,GK,Emmen,23,1996,14,14,"1,260",14.0,19.0,1.36,56,38,67.9,7.0,3.0,4,2.0,14.3,1.0,1.0,0.0,0.0,0.0,Netherlands,900000.0,Michael Verrips,1800,M. Verrips,23,69,75,195,90,Right,69,G,6,1800000,10000,60,11,6,10,25,8,75,13,12,11,25,14,139,17,16,23,62,21,175,53,32,17,67,6,81,23,7,7,28,16,43,15,14,14,347,71,68,71,65,72,3,Medium,Medium,1
eng ENG,GK,Manchester Utd,23,1997,13,12,"1,125",12.5,12.0,0.96,51,39,76.5,9.0,2.0,1,4.0,33.3,0.0,0.0,0.0,0.0,,PremierLeague,22000000.0,Dean Henderson,62,D. Henderson,23,80,87,190,85,Right,80,G,7,36000000,70000,78,14,9,13,37,5,113,13,13,10,45,32,295,51,48,61,79,56,219,56,63,34,60,6,89,21,11,8,33,16,45,17,14,14,394,80,79,75,77,83,3,Medium,Medium,1
ie IRL,GK,Liverpool,21,1998,2,2,180,2.0,1.0,0.5,7,6,85.7,1.0,0.0,1,1.0,50.0,0.0,0.0,0.0,0.0,,PremierLeague,2500000.0,Caoimhín Kelleher,757,C. Kelleher,21,65,77,188,74,Right,65,G,12,1500000,9000,71,13,6,13,30,9,78,10,12,11,31,14,229,41,38,40,62,48,192,49,64,19,52,8,82,21,12,4,31,14,42,18,10,14,321,65,62,65,61,68,3,Medium,Medium,1
fr FRA,GK,Leeds United,20,2000,35,35,"3,150",35.0,52.0,1.49,188,137,76.6,16.0,5.0,14,11.0,31.4,9.0,8.0,1.0,0.0,11.1,PremierLeague,20000000.0,Illan Meslier,233,I. Meslier,20,75,86,196,74,Left,75,G,11,10500000,37000,93,18,11,15,40,9,114,20,12,10,37,35,209,35,37,42,70,25,207,55,42,40,53,17,127,27,19,8,62,11,58,22,17,19,370,78,68,73,71,80,2,Medium,Medium,1
nir NIR,GK,Burnley,23,1996,4,4,360,4.0,14.0,3.5,24,10,41.7,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,,PremierLeague,1000000.0,Bailey Peacock-Farrell,411,B. Peacock-Farrell,23,72,79,192,73,Left,72,G,7,4000000,21000,90,14,11,17,37,11,107,17,20,11,29,30,270,54,51,40,66,59,240,54,68,40,61,17,125,24,20,14,38,29,59,19,20,20,357,75,65,72,68,77,2,Medium,Medium,1
eng ENG,GK,Sheffield Utd,22,1998,38,38,"3,420",38.0,63.0,1.66,206,145,70.9,7.0,2.0,29,5.0,13.2,4.0,3.0,0.0,1.0,0.0,PremierLeague,12000000.0,Aaron Ramsdale,296,A. Ramsdale,22,74,79,188,77,Right,74,G,5,5000000,18000,91,15,14,15,31,16,112,18,17,16,33,28,269,47,50,53,70,49,227,52,66,35,59,15,138,35,20,11,47,25,49,18,16,15,363,75,72,69,71,76,2,Medium,Medium,1
sk SVK,GK,Fulham,23,1996,2,2,180,2.0,5.0,2.5,9,4,55.6,0.0,0.0,2,0.0,0.0,1.0,1.0,0.0,0.0,0.0,PremierLeague,5000000.0,Marek Rodák,353,M. Rodák,23,73,80,196,86,Right,73,G,7,5000000,40000,97,15,20,15,28,19,83,15,13,17,17,21,252,51,41,43,71,46,220,54,56,27,68,15,110,21,21,17,28,23,41,8,17,16,362,76,70,72,69,75,3,Medium,Medium,1
pt POR,GK,Everton,20,1999,1,0,48,0.5,0.0,0.0,3,3,100.0,0.0,0.0,0,0.0,,0.0,0.0,0.0,0.0,,PremierLeague,1000000.0,João Virgínia,790,João Virgínia,20,64,76,191,83,Left,64,G,12,1200000,7000,73,14,8,10,32,9,77,9,11,13,29,15,228,54,50,30,61,33,170,48,40,16,57,9,102,29,10,10,41,12,33,12,10,11,319,64,63,64,61,67,3,Medium,Medium,1
fr FRA,GK,Gil Vicente FC,20,2000,1,1,90,1.0,0.0,0.0,1,1,100.0,0.0,1.0,0,1.0,100.0,0.0,0.0,0.0,0.0,,PrimeiraLigaPortugal,200000.0,Brian Araújo,2669,Brian Araújo,20,64,74,188,80,Right,64,G,10,1100000,1000,71,15,10,11,23,12,82,15,13,12,28,14,176,23,20,42,57,34,196,44,54,19,67,12,98,22,15,11,35,15,36,11,13,12,312,59,63,58,63,69,3,Medium,Medium,1
pt POR,GK,Porto,20,1999,1,1,90,1.0,3.0,3.0,4,1,25.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,,PrimeiraLigaPortugal,6000000.0,Diogo Costa,944,David Costa,19,62,78,168,64,Left,63,M,16,1000000,5000,252,53,56,34,54,55,298,72,60,48,50,68,359,73,68,79,54,85,231,56,45,40,41,49,226,43,23,55,57,48,87,22,30,35,43,6,8,9,10,10,3,Medium,Medium,1
br BRA,GK,Famalicão,19,2001,23,23,"2,070",23.0,27.0,1.17,74,49,66.2,7.0,7.0,9,9.0,39.1,4.0,2.0,1.0,1.0,33.3,PrimeiraLigaPortugal,1500000.0,Luiz Lúcio Reis Júnior,2840,Luiz Júnior,19,63,75,194,88,Right,63,G,12,1000000,750,60,13,9,13,19,6,81,10,13,14,26,18,159,29,31,31,43,25,168,44,34,22,63,5,89,24,14,8,29,14,28,6,10,12,317,64,63,59,65,66,1,Medium,Medium,1
pt POR,GK,Sporting CP,21,1999,2,2,155,1.7,0.0,0.0,1,1,100.0,2.0,0.0,0,1.0,50.0,0.0,0.0,0.0,0.0,,PrimeiraLigaPortugal,5000000.0,Luís Maximiano,1414,Luís Maximiano,21,76,83,190,82,Right,76,G,7,13000000,7000,75,10,5,8,44,8,93,16,9,9,38,21,277,55,55,58,76,33,207,49,63,23,68,4,95,12,9,6,55,13,49,21,15,13,368,77,74,65,74,78,2,Medium,Medium,1
mr MTN,GK,Tondela,23,1996,17,17,"1,451",16.1,26.0,1.61,73,48,65.8,4.0,3.0,10,4.0,23.5,2.0,1.0,0.0,1.0,0.0,PrimeiraLigaPortugal,350000.0,Babacar Niasse,2354,B. Niasse,23,66,73,195,77,Right,66,G,7,1500000,2000,63,10,8,10,27,8,69,13,11,12,22,11,181,24,36,37,58,26,175,45,56,27,38,9,79,18,6,4,34,17,35,11,14,10,324,74,65,60,56,69,3,Medium,Medium,1
pt POR,GK,Tondela,20,2000,1,1,90,1.0,2.0,2.0,4,3,75.0,0.0,0.0,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,PrimeiraLigaPortugal,100000.0,Joel Sousa,3244,Joel Sousa,20,60,70,188,82,Right,60,G,10,475000,650,80,15,9,21,27,8,89,22,12,12,26,17,310,55,55,63,69,68,227,43,68,41,67,8,177,38,28,20,68,23,69,26,22,21,287,56,58,57,57,59,3,Medium,Medium,1
rs SRB,GK,Benfica,20,1999,1,1,90,1.0,1.0,1.0,2,1,50.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,,PrimeiraLigaPortugal,2000000.0,Mile Svilar,2169,M. Svilar,20,67,78,189,83,Right,67,G,11,1900000,2000,107,18,14,22,37,16,118,19,23,22,32,22,302,60,55,66,67,54,229,47,71,32,61,18,135,28,13,9,48,37,51,12,21,18,329,70,64,63,64,68,3,Medium,Medium,1
cz CZE,GK,Vitória,21,1998,3,3,270,3.0,3.0,1.0,19,16,84.2,1.0,1.0,1,2.0,66.7,0.0,0.0,0.0,0.0,,PrimeiraLigaPortugal,1000000.0,Matouš Trmal,2504,M. Trmal,21,65,74,192,80,Right,65,G,9,1400000,1000,65,14,9,13,20,9,66,6,14,12,20,14,173,18,27,37,64,27,156,42,31,17,60,6,81,18,13,5,31,14,33,11,10,12,315,67,64,56,61,67,3,Medium,Medium,1
ru RUS,GK,Famalicão,23,1997,5,5,450,5.0,12.0,2.4,29,17,58.6,1.0,3.0,1,0.0,0.0,0.0,0.0,0.0,0.0,,PrimeiraLigaPortugal,600000.0,Ivan Zlobin,1761,I. Zlobin,23,70,78,191,84,Right,70,G,8,3100000,4000,65,11,9,14,26,5,74,11,14,11,18,20,222,30,28,55,74,35,191,46,52,25,59,9,101,28,10,5,43,15,37,11,13,13,338,68,66,61,72,71,2,Medium,Medium,1
it ITA,GK,Sampdoria,23,1997,37,37,"3,330",37.0,54.0,1.46,173,118,72.8,14.0,7.0,16,6.0,16.2,9.0,7.0,2.0,0.0,22.2,SerieA,14000000.0,Emil Audero,125,E. Audero,23,78,83,192,83,Right,78,G,5,17000000,14000,95,13,16,19,29,18,80,19,12,12,19,18,283,55,49,53,75,51,219,55,65,25,55,19,96,24,11,9,30,22,30,10,10,10,384,80,73,73,76,82,2,Medium,Medium,1
it ITA,GK,Crotone,19,2001,1,1,90,1.0,0.0,0.0,1,1,100.0,0.0,1.0,0,1.0,100.0,0.0,0.0,0.0,0.0,,SerieA,150000.0,Gian Crespi,1361,G. Crespi,19,49,64,188,75,Right,49,G,15,100000,550,56,14,6,11,17,8,67,6,13,13,16,19,158,32,22,27,31,46,175,35,63,27,41,9,83,17,14,6,27,19,30,7,13,10,246,50,48,46,48,54,1,Medium,Medium,1
it ITA,GK,Milan,21,1999,37,37,"3,330",37.0,38.0,1.03,126,88,71.4,24.0,6.0,7,14.0,37.8,4.0,2.0,1.0,1.0,33.3,SerieA,60000000.0,Gianluigi Donnarumma,5,G. Donnarumma,21,86,92,196,90,Right,86,G,6,88500000,37000,80,12,12,12,36,8,118,28,12,14,34,30,287,50,55,64,80,38,253,57,72,34,72,18,154,30,26,14,60,24,50,20,14,16,419,89,81,76,84,89,3,Medium,Medium,3
br BRA,GK,Roma,23,1997,5,5,450,5.0,7.0,1.4,26,19,73.1,2.0,1.0,2,2.0,40.0,0.0,0.0,0.0,0.0,,SerieA,800000.0,Daniel Fuzato,735,Daniel Fuzato,22,66,73,190,86,Right,66,G,7,1500000,8000,87,15,17,21,26,8,73,15,9,9,28,12,167,31,20,32,64,20,172,45,37,22,55,13,111,17,12,9,52,21,31,8,12,11,323,63,65,60,70,65,3,Medium,Medium,1
hr CRO,GK,Sampdoria,23,1997,1,1,90,1.0,0.0,0.0,1,1,100.0,1.0,0.0,0,1.0,100.0,0.0,0.0,0.0,0.0,,SerieA,700000.0,Karlo Letica,548,K. Letica,23,70,75,201,96,Right,70,G,5,1900000,8000,66,13,5,10,29,9,84,14,13,12,28,17,187,30,34,31,65,27,190,48,47,18,71,6,94,24,11,6,36,17,35,11,12,12,345,75,63,64,70,73,3,Medium,Medium,1
it ITA,GK,Napoli,23,1997,22,22,"1,980",22.0,29.0,1.32,81,53,66.7,13.0,5.0,4,6.0,27.3,2.0,2.0,0.0,0.0,0.0,SerieA,20000000.0,Alex Meret,124,A. Meret,23,78,86,190,83,Left,78,G,8,27000000,36000,100,15,17,19,29,20,101,16,20,21,22,22,248,41,48,37,74,48,232,53,68,29,65,17,106,22,22,20,21,21,43,10,21,12,382,79,74,70,77,82,3,Medium,Medium,1
rs SRB,GK,Torino,23,1997,5,5,450,5.0,6.0,1.2,20,14,75.0,2.0,2.0,1,1.0,20.0,1.0,1.0,0.0,0.0,0.0,SerieA,800000.0,Vanja Milinković-Savić,656,V. Milinković-Savić,23,68,74,202,90,Right,68,G,6,1500000,10000,97,18,20,12,31,16,177,15,55,59,30,18,223,40,45,37,63,38,268,59,58,33,73,45,141,34,21,12,50,24,45,11,15,19,346,67,66,78,67,68,3,Medium,Medium,1
hr CRO,GK,Hellas Verona,20,2000,4,4,332,3.7,6.0,1.63,13,7,53.8,0.0,3.0,1,0.0,0.0,0.0,0.0,0.0,0.0,,SerieA,1000000.0,Ivor Pandur,596,I. Pandur,20,69,76,187,78,Right,69,G,7,2300000,6000,68,14,6,11,29,8,78,10,14,10,28,16,218,37,41,37,72,31,173,44,50,28,44,7,85,21,6,7,37,14,33,9,10,14,328,67,65,58,67,71,3,Medium,Medium,1
it ITA,GK,Bologna,20,1999,4,4,360,4.0,10.0,2.5,19,10,52.6,0.0,1.0,3,0.0,0.0,1.0,1.0,0.0,0.0,0.0,SerieA,200000.0,Federico Ravaglia,1339,F. Ravaglia,20,55,69,191,75,Right,55,G,14,275000,2000,58,11,6,13,19,9,76,9,14,13,21,19,190,35,39,41,41,34,183,38,45,43,48,9,78,18,10,10,21,19,37,14,13,10,275,58,59,51,49,58,3,Medium,Medium,1
it ITA,GK,Cagliari,23,1996,4,4,360,4.0,6.0,1.5,21,15,71.4,3.0,0.0,1,1.0,25.0,0.0,0.0,0.0,0.0,,SerieA,2000000.0,Guglielmo Vicario,549,G. Vicario,23,70,76,188,76,Right,70,G,6,2000000,10000,62,11,6,11,27,7,77,12,14,10,27,14,177,25,27,31,62,32,170,47,48,18,52,5,105,17,15,8,52,13,47,23,11,13,346,69,68,63,73,73,1,Medium,Medium,1
it ITA,GK,Monza,23,1997,27,27,"2,430",27.0,24.0,0.89,92,70,77.2,13.0,8.0,6,12.0,44.4,3.0,3.0,0.0,0.0,0.0,SerieB,3500000.0,Michele Di Gregorio,1840,M. Di Gregorio,22,69,76,187,81,Right,69,G,7,2400000,2000,67,13,9,11,23,11,79,18,12,14,15,20,179,35,23,38,48,35,237,47,66,44,62,18,93,26,9,6,35,17,43,21,12,10,346,72,69,63,69,73,3,Medium,Medium,1
sn SEN,GK,Ascoli,23,1997,3,3,270,3.0,5.0,1.67,20,15,80.0,0.0,1.0,2,0.0,0.0,2.0,1.0,0.0,1.0,0.0,SerieB,150000.0,Mouhamadou Sarr,1465,M. Sarr,21,74,78,182,75,Left,76,D,4,5500000,41000,306,68,53,74,74,37,316,62,60,59,68,67,347,64,70,72,72,69,336,68,77,72,79,40,308,68,74,59,63,44,225,75,76,74,49,6,9,14,12,8,2,Low,High,1
it ITA,GK,Monza,23,1997,3,3,270,3.0,4.0,1.33,9,5,55.6,1.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0.0,,SerieB,150000.0,Daniele Sommariva,2946,D. Sommariva,22,62,69,186,76,Right,62,G,7,700000,650,101,15,18,19,31,18,94,13,20,20,23,18,236,40,44,37,57,58,206,46,55,31,57,17,103,27,19,15,21,21,56,20,17,19,305,64,54,61,58,68,2,Medium,Medium,1
sn SEN,GK,SPAL,22,1998,13,13,"1,170",13.0,11.0,0.85,55,44,81.8,7.0,2.0,4,7.0,53.8,1.0,1.0,0.0,0.0,0.0,SerieB,350000.0,Demba Thiam,3533,D. Thiam,22,57,66,202,87,Right,57,G,9,325000,500,49,8,6,13,17,5,68,11,13,9,22,13,217,59,49,36,33,40,194,48,47,31,62,6,50,16,5,2,18,9,49,25,13,11,300,57,56,64,62,61,1,Medium,Medium,1
